company_id,record_ids,employer_name,fair_days,fair_day_count,is_multi_day_company,website,company_careers_website,description,positions_recruited,degree_levels_recruited,academic_years_recruited,academic_year_recruitment_notes,degrees_majors_recruited,work_authorization_sponsorship,work_authorization_notes,sponsorship_flag,sponsorship_status,sponsorship_basis,sponsorship_evidence,regions_recruited,accept_hardcopy_resumes,role_titles,role_source_url,role_last_checked
am_mechanical,am_mechanical__monday,AM Mechanical,Monday,1,False,https://am-mech.com/,https://am-mech.com/careers/,"AM Mechanical is a nationwide, full service mechanical contractor specializing in the installation of process mechanical systems. With over 30 years of industry experience, AM Mechanical's strength is our expertise in mechanical design and installations for specialty industries including Plastics, Industrial Laundries, Food Processing, and Material Handling. Are you ready for a best-in-class Internship, Co-op, or Entry-level experience with a design-build leader that includes applied experience in a work hard/play hard, fun culture? ARCO's unique opportunities will complement your degree and prepare you to hit the ground running upon graduation. Apply today!","Full-Time, Internship, Co-op","Bachelors, Masters","Second year undergraduate student, Third year undergraduate student, Fourth year + undergraduate student, Masters level student","Freshman, Sophomore, Junior, Senior and Masters","Bachelors Mechanical Engineering, Masters Mechanical Engineering, Bachelors Civil Engineering, Masters Civil Engineering","Authorized to work in the United States and WILL NOT require future sponsorship, Work visa that will require future sponsorship (e.g., OPT, CPT, J1, etc.), Will need immediate sponsorship",Able to sponsor,Yes,Yes,work_authorization_notes,Able to sponsor,"Midwest, Southwest",True,,,
arco,arco__monday,ARCO,Monday,1,False,arcodb.com,arcodb.com,"ARCO is a nationally ranked design-build leader in the construction industry, and our exemplary work requires the best talent. We are looking for Intern, Co-op, and Entry-level candidates interested in acquiring hands-on experience in a high-energy culture where you will be a valued team member contributing to extraordinary construction projects. You'll be highly involved in various project types and gain in-depth knowledge in project management, engineering, safety, architecture, design, and technology. Are you ready for a best-in-class experience with a design-build leader in a work hard/play hard, fun culture? ARCO's unique opportunities will complement your degree and prepare you to hit the ground running upon graduation. Apply today!","Co-op, Full-Time, Internship","Bachelors, Masters","First year undergraduate student, Fourth year + undergraduate student, Masters level student, Second year undergraduate student, Third year undergraduate student","Freshman, Sophomore, Junior, Senior and Masters","Bachelors Civil Engineering, Bachelors Mechanical Engineering, Masters Civil Engineering","Authorized to work in the United States and WILL NOT require future sponsorship, Will need immediate sponsorship, Work visa that will require future sponsorship (e.g., OPT, CPT, J1, etc.)",Able to sponsor.,Yes,Yes,work_authorization_notes,Able to sponsor.,"Midwest, Northeast, Southeast, Southwest, West, Outside of the U.S.",True,,,
asm,asm__monday,ASM,Monday,1,False,https://www.asm.com/our-company/asm-in-arizona,https://www.asm.com/careers,"Step into a career with ASM, where cutting edge technology meets collaborative culture. ​ For over 55 years ASM has been ahead of what’s next, at the forefront of innovation and what’s technologically possible. With more than 4,500 ASMers representing 70 nationalities, our people and our advanced semiconductor devices are playing a crucial role in trends such as 5G, cloud computing, AI, and autonomous driving. But we’re more than just a tech company. We value diversity, inclusion and sustainability as we strive to make a positive impact on the world. Our development programs help support your growth, shaping your future and pushing the boundaries of innovation to unleash potential.","Full-Time, Internship","Doctoral, Masters","Masters level student, Third year undergraduate student, First year undergraduate student, Doctoral level student","Masters, PhD and Post Doc","Masters Mechanical Engineering, Masters Manufacturing, Masters Electrical Engineering, Masters Chemical Engineering, Masters Civil Engineering, Doctoral Chemical Engineering, Doctoral Civil Engineering","Work visa that will require future sponsorship (e.g., OPT, CPT, J1, etc.), Authorized to work in the United States and WILL NOT require future sponsorship",we provide sponsorship,Yes,Yes,work_authorization_notes,we provide sponsorship,"Midwest, Northeast, Southeast, Southwest, West",False,,,
accenture,accenture__tuesday,Accenture,Tuesday,1,False,accenture.com,accenture.com/campus,"Accenture is a leading global professional services company that helps the world’s leading businesses, governments and other organizations build their digital core, optimize their operations, accelerate revenue growth and enhance citizen services—creating tangible value at speed and scale. We are a talent- and innovation-led company with approximately 791,000 people serving clients in more than 120 countries.",Internship,"Bachelors, Masters",Third year undergraduate student,Actively hiring for 2026 Summer Analysts. December 2026 and May 2027 graduates are eligible to apply,"Bachelors Aerospace Engineering, Bachelors Biomedical Engineering, Bachelors Chemical Engineering, Bachelors Civil Engineering, Bachelors Climate and Meteorology, Bachelors Computer Engineering, Bachelors Computer Science, Bachelors Data Science, Bachelors Electrical Engineering, Bachelors Engineering (undeclared), Bachelors Engineering Physics, Bachelors Environmental Engineering, Bachelors Industrial and Operations Engineering, Bachelors Materials Science and Engineering, Bachelors Mechanical Engineering, Bachelors Naval Architecture and Marine Engineering, Bachelors Nuclear Engineering and Radiological Sciences, Bachelors Robotics, Bachelors Space Science and Engineering",Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,"Midwest, Northeast, Southeast, Southwest, West",False,,,
advantagecs,advantagecs__monday,AdvantageCS,Monday,1,False,https://www.advantagecs.com/,https://www.advantagecs.com/careers,"AdvantageCS (ACS) is a leading software developer and service provider for the media and online services industry, with prestigious clients worldwide. Our corporate philosophy is to develop enduring relationships with our clients through commitment to their success. Our international reputation for quality products, services, and people is extremely important for our own success. Foundational to this success is our track record of attracting exceptional people and making ACS a great place for them to work. We offer a competitive wage and outstanding benefits package, including comprehensive insurance and an on-site fitness center complete with a racquetball court. We maintain a professional yet informal work environment that promotes teamwork and a healthy balance between work and family. Onsite childcare is available.",Full-Time,Bachelors,Fourth year + undergraduate student,,"Bachelors Computer Engineering, Bachelors Computer Science",Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,Midwest,False,,,
airflow_sciences_corporation,airflow_sciences_corporation__tuesday,Airflow Sciences Corporation,Tuesday,1,False,https://www.airflowsciences.com/,https://www.airflowsciences.com/contact/jobs,"Airflow Sciences Corporation, Livonia, Michigan, is an engineering consulting company that designs and tests a wide range of fluid dynamic equipment. Analysis and design techniques include Computational Fluid Dynamics (CFD) modeling, laboratory testing, and field measurements at client sites. Our customers hire us to optimize the design and operation of their plants and products. Current clients include electric power companies, pollution control manufacturers, food processing companies, biotechnology firms, auto suppliers, and aerodynamic designers. We are seeking capable aerospace or mechanical engineers with a strong background and interest in fluid dynamics.","Full-Time, Internship","Bachelors, Doctoral, Masters","Third year undergraduate student, Recent Alumni (up to two years post graduation), Masters level student, Fourth year + undergraduate student, Doctoral level student, Second year undergraduate student",,"Bachelors Aerospace Engineering, Bachelors Chemical Engineering, Bachelors Mechanical Engineering, Masters Aerospace Engineering, Masters Chemical Engineering, Masters Mechanical Engineering, Doctoral Aerospace Engineering, Doctoral Mechanical Engineering, Masters Manufacturing",Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,Midwest,True,,,
akuna_capital,akuna_capital__monday,Akuna Capital,Monday,1,False,https://akunacapital.com/,https://akunacapital.com/careers,"Akuna Capital is an innovative trading firm with a strong focus on collaboration, cutting-edge technology, data-driven solutions, and automation. We specialize in providing liquidity as an options market maker, meaning that we provide competitive quotes that we are willing to both buy and sell. To do this successfully, we design and implement our own low-latency technologies, trading strategies, and mathematical models. This work is powered by close collaboration across our four departments: Technology, Trading, Quant, and Operations.","Full-Time, Internship","Bachelors, Doctoral, Masters","Doctoral level student, Masters level student, Fourth year + undergraduate student, Third year undergraduate student",,"Bachelors Computer Engineering, Bachelors Computer Science, Bachelors Data Science, Bachelors Electrical Engineering, Bachelors Engineering (undeclared), Doctoral Computer Science and Engineering, Masters Applied Physics, Masters Computer Science and Engineering, Masters Data Science, Masters Electrical and Computer Engineering","Authorized to work in the United States and WILL NOT require future sponsorship, Will need immediate sponsorship, Work visa that will require future sponsorship (e.g., OPT, CPT, J1, etc.)","Akuna Capital is a global company which wants to attract the highest quality talent. We will sponsor any qualified candidate for US work authorization if we are legally able; including, but not limited to, the following work-authorized classifications: TN, E-3, STEM OPT, H-1B, H1B1, and more. Unfortunately we are unable to sponsor in the H-1B cap lottery for candidates without alternative work authorization options.",Maybe,Limited,work_authorization_notes,"Akuna Capital is a global company which wants to attract the highest quality talent. We will sponsor any qualified candidate for US work authorization if we are legally able; including, but not limited to, the following work-authorized classifications: TN, E-3, STEM OPT, H-1B, H1B1, and more. Unfortunately we are unable to sponsor in the H-1B cap lottery for candidates without alternative work authorization options.",Midwest,False,,,
alfa_financial_software_inc,alfa_financial_software_inc__tuesday,Alfa Financial Software Inc,Tuesday,1,False,https://www.alfasystems.com/en-us,https://www.alfasystems.com/en-us/careers/graduate-programme,"We’re Alfa, the makers of Alfa Systems - the first choice SaaS platform for equipment and auto finance companies, worldwide. We make complex projects run smoothly.",Full-Time,Bachelors,"Fourth year + undergraduate student, Recent Alumni (up to two years post graduation)",No internships availability at this time. Open to all majors if you are looking for a career in software implementation and consulting!,"Bachelors Computer Science, Bachelors Aerospace Engineering, Bachelors Biomedical Engineering, Bachelors Chemical Engineering, Bachelors Civil Engineering, Bachelors Climate and Meteorology, Bachelors Computer Engineering, Bachelors Data Science, Bachelors Electrical Engineering, Bachelors Engineering (undeclared), Bachelors Engineering Physics, Bachelors Environmental Engineering, Bachelors Industrial and Operations Engineering, Bachelors Materials Science and Engineering, Bachelors Mechanical Engineering, Bachelors Naval Architecture and Marine Engineering, Bachelors Nuclear Engineering and Radiological Sciences, Bachelors Robotics, Bachelors Space Science and Engineering",Authorized to work in the United States and WILL NOT require future sponsorship,We are unfortunately unable to sponsor at this time or in the foreseeable future.,No,No,work_authorization_notes,We are unfortunately unable to sponsor at this time or in the foreseeable future.,"Midwest, Remote work opportunities may be available",True,,,
alvarez_and_marsal,alvarez_and_marsal__tuesday,Alvarez & Marsal,Tuesday,1,False,https://www.alvarezandmarsal.com/,https://careers.alvarezandmarsal.com/,"About A&M: Privately-held since 1983, Alvarez & Marsal (“A&M”) is a leading global professional services firm that delivers performance improvement, turnaround management and business advisory services to organizations seeking to transform operations, catapult growth and accelerate results through decisive action.","Full-Time, Internship","Bachelors, Masters","Third year undergraduate student, Fourth year + undergraduate student, Masters level student",We are primary looking to recruit rising juniors and above.,"Bachelors Civil Engineering, Bachelors Computer Engineering, Bachelors Computer Science, Bachelors Data Science, Bachelors Aerospace Engineering, Bachelors Engineering (undeclared), Bachelors Engineering Physics, Bachelors Environmental Engineering, Bachelors Industrial and Operations Engineering, Bachelors Mechanical Engineering",Authorized to work in the United States and WILL NOT require future sponsorship,We are unable to offer sponsorship for any positions.,No,No,work_authorization_notes,We are unable to offer sponsorship for any positions.,"West, Southwest, Southeast, Northeast, Midwest",False,,,
ambarella_corp,ambarella_corp__tuesday,Ambarella Corp.,Tuesday,1,False,www.ambarella.com,ambarella.com,"Ambarella’s products are used in a wide variety of human and computer vision applications, including video security, advanced driver assistance (ADAS), electronic mirror, drive recorder, driver/cabin monitoring, autonomous driving, and other robotics applications. Ambarella’s low-power and high-resolution video compression, image processing, and deep neural network processors and software enable cameras to become more intelligent by extracting valuable data from high-resolution video streams.",Internship,"Doctoral, Masters","Masters level student, Doctoral level student",Masters first and Second year,"Doctoral Electrical Engineering, Masters Electrical and Computer Engineering, Masters Electrical Engineering","Work visa that will require future sponsorship (e.g., OPT, CPT, J1, etc.), Authorized to work in the United States and WILL NOT require future sponsorship",,Maybe,Potential (work-auth only),work_authorization_sponsorship,"Work visa that will require future sponsorship (e.g., OPT, CPT, J1, etc.), Authorized to work in the United States and WILL NOT require future sponsorship",West,True,,,
amd,amd__tuesday,Amd,Tuesday,1,False,https://www.amd.com/en.html,https://careers.amd.com/careers-home,"AMD is the high performance and adaptive computing leader, powering the products and services that help solve the world’s most important challenges. Our technologies advance the future of the data center, embedded, gaming and PC markets. Founded in 1969 as a Silicon Valley start-up, the AMD journey began with dozens of employees who were passionate about creating leading-edge semiconductor products. AMD has grown into a global company setting the standard for modern computing, with many important industry firsts and major technological achievements along the way.","Co-op, Full-Time, Internship","Bachelors, Doctoral, Masters","Doctoral level student, Fourth year + undergraduate student, Masters level student",,"Bachelors Computer Engineering, Bachelors Computer Science, Bachelors Electrical Engineering, Doctoral Computer Science and Engineering, Doctoral Electrical and Computer Engineering, Doctoral Electrical Engineering, Masters Computer Science and Engineering, Masters Electrical and Computer Engineering, Masters Electrical Engineering","Authorized to work in the United States and WILL NOT require future sponsorship, Work visa that will require future sponsorship (e.g., OPT, CPT, J1, etc.)",,Maybe,Potential (work-auth only),work_authorization_sponsorship,"Authorized to work in the United States and WILL NOT require future sponsorship, Work visa that will require future sponsorship (e.g., OPT, CPT, J1, etc.)","West, Northeast, Midwest, Southwest",False,,,
american_airlines,american_airlines__tuesday,American Airlines,Tuesday,1,False,https://www.aa.com/homePage.do,https://jobs.aa.com/,"Together with regional partner American Eagle, we offer an average of nearly 6,700 flights daily to 350 destinations in 50 countries. We’re a founding member of the oneworld® alliance, whose members and members-elect offer nearly 14,250 flights daily to 1,000 destinations in 150 countries.","Co-op, Full-Time, Internship","Masters, Doctoral, Bachelors","Doctoral level student, Fourth year + undergraduate student, Masters level student, Recent Alumni (up to two years post graduation), Second year undergraduate student, Third year undergraduate student",,"Bachelors Aerospace Engineering, Bachelors Biomedical Engineering, Bachelors Chemical Engineering, Bachelors Civil Engineering, Bachelors Climate and Meteorology, Bachelors Computer Engineering, Bachelors Computer Science, Bachelors Data Science, Bachelors Electrical Engineering, Bachelors Engineering (undeclared), Bachelors Engineering Physics, Bachelors Environmental Engineering, Bachelors Industrial and Operations Engineering, Bachelors Materials Science and Engineering, Bachelors Mechanical Engineering, Bachelors Naval Architecture and Marine Engineering, Bachelors Nuclear Engineering and Radiological Sciences, Bachelors Robotics, Bachelors Space Science and Engineering, Doctoral Aerospace Engineering, Doctoral Applied Physics, Doctoral Atmospheric Oceanic and Space Sciences, Doctoral Biomedical Engineering, Doctoral Chemical Engineering, Doctoral Civil Engineering, Doctoral Climate and Space Sciences and Engineering, Doctoral Computer Science and Engineering, Doctoral Design Science, Doctoral Electrical and Computer Engineering, Doctoral Electrical Engineering, Doctoral Electrical Engineering-Systems, Doctoral Engineering Education Research, Doctoral Environmental Engineering, Doctoral Industrial and Operations Engineering, Doctoral Macromolecular Science and Engineering, Doctoral Manufacturing, Doctoral Materials Science and Engineering, Doctoral Mechanical Engineering, Doctoral Naval Architecture and Marine Engineering, Doctoral Nuclear Engineering and Radiological Sciences, Doctoral Robotics, Masters Advanced Medical Product Engineering & Development, Masters Aerospace Engineering, Masters Applied Climate, Masters Applied Physics, Masters Automotive Engineering, Masters Biomedical Engineering, Masters Chemical Engineering, Masters Civil Engineering, Masters Climate and Space Sciences and Engineering, Masters Computer Science and Engineering, Masters Construction Engineering and Management, Masters Data Science, Masters Design Science, Masters Electrical and Computer Engineering, Masters Electrical Engineering, Masters Electrical Engineering-Systems, Masters Energy Systems Engineering, Masters Engineering Education Research, Masters Environmental Engineering, Masters Global Automotive and Manufacturing Engineering, Masters Industrial and Operations Engineering, Masters Macromolecular Science and Engineering, Masters Manufacturing, Masters Materials Science and Engineering, Masters Mechanical Engineering, Masters Naval Architecture and Marine Engineering, Masters Nuclear Engineering and Radiological Sciences, Masters Robotics, Masters Smart Infrastructure Finance, Masters Space Engineering, Masters Structural Engineering, Masters Systems Engineering and Design","Work visa that will require future sponsorship (e.g., OPT, CPT, J1, etc.), Authorized to work in the United States and WILL NOT require future sponsorship",,Maybe,Potential (work-auth only),work_authorization_sponsorship,"Work visa that will require future sponsorship (e.g., OPT, CPT, J1, etc.), Authorized to work in the United States and WILL NOT require future sponsorship","Southwest, Southeast, West",True,,,
american_bureau_of_shipping,american_bureau_of_shipping__monday | american_bureau_of_shipping__tuesday,American Bureau Of Shipping,"Monday, Tuesday, Monday;Tuesday",2,True,https://ww2.eagle.org/en.html | https://ww2.eagle.org/en/about-us/abs-careers.html,https://ww2.eagle.org/en/about-us/abs-careers.html,"ABS and its affiliated companies are global leaders in marine and offshore classification and other innovative safety, quality and environmental services focused on the marine, energy and government sectors.","Full-Time, Internship","Bachelors, Masters","Third year undergraduate student, Second year undergraduate student, Fourth year + undergraduate student | Fourth year + undergraduate student, Second year undergraduate student, Third year undergraduate student, Masters level student","Sophomore, Junior, Senior and Masters","Bachelors Civil Engineering, Bachelors Computer Engineering, Bachelors Computer Science, Bachelors Data Science, Bachelors Electrical Engineering, Bachelors Materials Science and Engineering, Bachelors Mechanical Engineering, Bachelors Naval Architecture and Marine Engineering, Masters Civil Engineering, Masters Computer Science and Engineering, Masters Data Science, Masters Electrical Engineering, Masters Materials Science and Engineering, Masters Mechanical Engineering, Masters Naval Architecture and Marine Engineering | Bachelors Civil Engineering, Bachelors Computer Engineering, Bachelors Computer Science, Bachelors Data Science, Bachelors Electrical Engineering, Bachelors Mechanical Engineering, Bachelors Naval Architecture and Marine Engineering, Masters Civil Engineering, Masters Computer Science and Engineering, Masters Data Science, Masters Electrical Engineering, Masters Materials Science and Engineering, Masters Mechanical Engineering, Masters Naval Architecture and Marine Engineering",Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,Southwest,True,,,
american_electric_power_aep,american_electric_power_aep__monday,American Electric Power - AEP,Monday,1,False,www.aep.com,https://www.aep.com/careers/,"As one of the largest electric energy companies in the U.S., we power millions of homes and businesses. We’re working together with our customers and communities to create the future of energy. We’re listening, going beyond customers’ expectations and developing innovative solutions to build a future that is boundless for us all. We’re continually energized by our team members, their passions, and their drive to make a difference in the communities we serve.","Full-Time, Internship",Bachelors,"First year undergraduate student, Second year undergraduate student, Third year undergraduate student",,"Bachelors Chemical Engineering, Bachelors Civil Engineering, Bachelors Electrical Engineering, Bachelors Mechanical Engineering, Bachelors Data Science",Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,"Midwest, Northeast, Southeast, Southwest",True,,,
anheuser_busch,anheuser_busch__monday,Anheuser-Busch,Monday,1,False,www.anheuser-busch.com,www.anheuser-busch.com/careers,"Anheuser-Busch is the world's largest brewer, with notable brands including Budweiser, Michelob Ultra, NUTRL, and Cutwater.","Co-op, Full-Time, Internship",Bachelors,"Third year undergraduate student, Fourth year + undergraduate student",Juniors for internships and Seniors for Full Time roles.,"Bachelors Chemical Engineering, Bachelors Computer Engineering, Bachelors Computer Science, Bachelors Data Science, Bachelors Electrical Engineering, Bachelors Engineering, Bachelors Industrial and Operations Engineering, Bachelors Mechanical Engineering",Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,"Midwest, Northeast, Southeast, Southwest, West",True,,,
applied_intuition,applied_intuition__monday,Applied Intuition,Monday,1,False,www.applied.co,www.applied.co/careers,"Applied Intuition is the vehicle intelligence company that accelerates the global adoption of safe, AI-driven machines. Founded in 2017, Applied Intuition delivers the toolchain, Vehicle OS, and autonomy stacks to help customers build intelligent vehicles and shorten time to market. Eighteen of the top 20 global automakers and major programs across the Department of Defense trust Applied Intuition's solutions to deliver vehicle intelligence. Applied Intuition services the automotive, defense, trucking, construction, mining, and agriculture industries and is headquartered in Mountain View, CA, with offices in Washington, D.C., San Diego, CA, Ft. Walton Beach, FL, Ann Arbor, MI, London, Stuttgart, Munich, Stockholm, Seoul, and Tokyo.",Full-Time,"Bachelors, Doctoral, Masters","Doctoral level student, Fourth year + undergraduate student, Masters level student",,"Bachelors Computer Engineering, Bachelors Computer Science, Bachelors Data Science, Bachelors Electrical Engineering, Bachelors Mechanical Engineering, Bachelors Robotics, Doctoral Computer Science and Engineering, Doctoral Electrical and Computer Engineering, Doctoral Electrical Engineering, Doctoral Electrical Engineering-Systems, Doctoral Mechanical Engineering, Masters Computer Science and Engineering, Masters Electrical and Computer Engineering, Masters Electrical Engineering, Masters Electrical Engineering-Systems, Masters Mechanical Engineering","Authorized to work in the United States and WILL NOT require future sponsorship, Work visa that will require future sponsorship (e.g., OPT, CPT, J1, etc.)",,Maybe,Potential (work-auth only),work_authorization_sponsorship,"Authorized to work in the United States and WILL NOT require future sponsorship, Work visa that will require future sponsorship (e.g., OPT, CPT, J1, etc.)","Outside of the U.S., West",False,,,
aptiv,aptiv__monday,Aptiv,Monday,1,False,https://www.aptiv.com/,https://www.aptiv.com/,"Aptiv is a global technology leader advancing safer, greener, and more connected mobility solutions. We design and deliver software-defined vehicle architectures, advanced safety systems, and intelligent electrification technologies that power the future of transportation.",Internship,"Bachelors, Masters","Second year undergraduate student, Third year undergraduate student",,"Bachelors Mechanical Engineering, Doctoral Electrical Engineering",Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,Midwest,False,,,
aramco_americas,aramco_americas__tuesday,Aramco Americas,Tuesday,1,False,https://americas.aramco.com/en,https://americas.aramco.com/en/careers,"We are the Americas-based subsidiary of Saudi Aramco. Located in Houston, Texas, our core services include managing a network of three U.S. research centers/technology offices in Houston, Boston, and Detroit.",Internship,Bachelors,"Second year undergraduate student, Third year undergraduate student, Fourth year + undergraduate student",Summer 2026,"Bachelors Chemical Engineering, Bachelors Computer Engineering, Bachelors Computer Science, Bachelors Data Science, Bachelors Electrical Engineering, Bachelors Engineering (undeclared), Bachelors Environmental Engineering, Bachelors Mechanical Engineering, Bachelors Robotics","Authorized to work in the United States and WILL NOT require future sponsorship, Work visa that will require future sponsorship (e.g., OPT, CPT, J1, etc.)",CPT sponsorship,Maybe,Limited,work_authorization_notes,CPT sponsorship,Midwest,True,,,
aristeo,aristeo__monday,Aristeo,Monday,1,False,https://www.aristeo.com/,https://aristeo.breezy.hr/,"As one of the nation’s leading general contractors, Aristeo prioritizes safety, integrity, excellence, and getting the work done – the right way. We’ve earned our reputation of reliable and collaborative partners as we plan, manage, and execute our customers’ largest strategic programs nationwide.","Full-Time, Internship","Bachelors, Masters","Second year undergraduate student, Third year undergraduate student, Fourth year + undergraduate student, Masters level student",,"Bachelors Civil Engineering, Masters Construction Engineering and Management",Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,Midwest,True,,,
arm,arm__monday,Arm,Monday,1,False,arm.com,careers.arm.com,"Arm is a global leader in semiconductor technology, powering over 99% of the world’s smartphones and billions of devices worldwide. We design energy-efficient processor architectures and software platforms that enable innovation in everything from AI to automotive. Join us to help shape the future of computing.","Full-Time, Internship","Bachelors, Doctoral, Masters","Doctoral level student, First year undergraduate student, Fourth year + undergraduate student, Masters level student, Second year undergraduate student, Third year undergraduate student",all years,"Bachelors Computer Engineering, Bachelors Computer Science, Bachelors Electrical Engineering, Bachelors Robotics, Doctoral Applied Physics, Doctoral Electrical Engineering, Doctoral Electrical Engineering-Systems, Masters Computer Science and Engineering, Masters Electrical and Computer Engineering, Masters Electrical Engineering, Masters Electrical Engineering-Systems","Will need immediate sponsorship, Authorized to work in the United States and WILL NOT require future sponsorship, Work visa that will require future sponsorship (e.g., OPT, CPT, J1, etc.)",able to sponsor hardware/software graduate position,Maybe,Limited,work_authorization_notes,able to sponsor hardware/software graduate position,"Southwest, Northeast, West",False,,,
autokiniton,autokiniton__tuesday,Autokiniton,Tuesday,1,False,https://www.autokiniton.com/,https://www.autokiniton.com/Careers,Autokiniton’s extensive capabilities and deep commitment to continuous improvement has made us a trusted supplier to the world’s top automotive manufacturers as well as a remarkable place to work. Join our team of empowered associates and help us shape the future of the automotive industry. Your best future begins right here.,Internship,Bachelors,"Third year undergraduate student, Fourth year + undergraduate student",3rd and 4th Year Undergraduate,"Bachelors Electrical Engineering, Bachelors Engineering (undeclared), Bachelors Mechanical Engineering, Bachelors Industrial and Operations Engineering",Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,"Midwest, Southwest",True,,,
avencore,avencore__tuesday,Avencore,Tuesday,1,False,https://avencore.com/en/home/,https://careers.avencore.com/,"Avencore is a premium consulting firm that helps leading industrial companies boost their performance through smart, hands-on solutions. Our consultants, all engineers, tackle real-world challenges across France, Germany, the U.S., and beyond. Right from day one. Ready to make an impact?",Full-Time,"Masters, Bachelors","Masters level student, Fourth year + undergraduate student",,"Masters Aerospace Engineering, Masters Civil Engineering, Masters Mechanical Engineering, Masters Nuclear Engineering and Radiological Sciences",Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,"Northeast, Southeast, Southwest",False,,,
basf,basf__monday,BASF,Monday,1,False,https://www.basf.com/us/en,https://www.basf.com/us/en/careers/universitycareers.html,"We create chemistry for a sustainable future and we are already looking for the answers to tomorrow’s questions today. Chemical innovations play a key role as they make a crucial contribution, above and beyond existing solutions and to virtually all industry sectors. At BASF, we believe that people are the key to our long-term success and that talent is in everyone. Whatever path you envision, BASF is a great place to build a rewarding, successful career.","Full-Time, Internship","Bachelors, Masters","Fourth year + undergraduate student, Masters level student, Third year undergraduate student",,"Bachelors Chemical Engineering, Bachelors Environmental Engineering, Bachelors Mechanical Engineering, Masters Chemical Engineering, Masters Environmental Engineering, Masters Mechanical Engineering",Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,"Northeast, Southeast, Southwest, West, Midwest",True,,,
bd,bd__tuesday,BD,Tuesday,1,False,https://www.bd.com/en-us,https://jobs.bd.com/en,"BD is one of the largest global medical technology companies in the world and is advancing the world of healthTM by improving medical discovery, diagnostics and the delivery of care. BD supports the heroes on the frontlines of healthcare by developing innovative technology, services and solutions that help advance both clinical therapy for patients and clinical process for healthcare providers.",Full-Time,"Bachelors, Masters","Masters level student, Fourth year + undergraduate student",,"Bachelors Biomedical Engineering, Bachelors Chemical Engineering, Bachelors Electrical Engineering, Bachelors Materials Science and Engineering, Bachelors Mechanical Engineering, Masters Biomedical Engineering, Masters Chemical Engineering, Masters Electrical Engineering, Masters Mechanical Engineering",Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,"Midwest, Northeast, Southeast, Southwest, West",True,,,
barr_engineering_co,barr_engineering_co__monday,Barr Engineering Co.,Monday,1,False,www.barr.com,www.barr.com/careers,"Barr Engineering Co. is an employee-owned consulting company that integrates engineering and environmental expertise to help clients develop, manage, process, and restore natural resources across North America and around the world. Today, we have over 1,100 + employees across the U.S and Canada who work with clients in the fuels, manufacturing, mining, power, public, and other sectors.","Internship, Full-Time, Co-op","Bachelors, Doctoral, Masters","Third year undergraduate student, Second year undergraduate student, Masters level student, Fourth year + undergraduate student, First year undergraduate student, Doctoral level student",,"Bachelors Chemical Engineering, Bachelors Civil Engineering, Bachelors Electrical Engineering, Bachelors Engineering, Bachelors Engineering (undeclared), Bachelors Environmental Engineering, Bachelors Materials Science and Engineering, Bachelors Mechanical Engineering, Doctoral Chemical Engineering, Doctoral Electrical and Computer Engineering, Doctoral Electrical Engineering, Doctoral Materials Science and Engineering, Doctoral Mechanical Engineering, Masters Chemical Engineering, Masters Civil Engineering, Masters Electrical and Computer Engineering, Masters Electrical Engineering, Masters Electrical Engineering-Systems, Masters Energy Systems Engineering, Masters Environmental Engineering, Masters Materials Science and Engineering, Masters Mechanical Engineering, Masters Structural Engineering","Authorized to work in the United States and WILL NOT require future sponsorship, Work visa that will require future sponsorship (e.g., OPT, CPT, J1, etc.)",N/A for sponsorship. We do consider CPT and OPT for temporary roles.,No,No,work_authorization_notes,N/A for sponsorship. We do consider CPT and OPT for temporary roles.,"Midwest, Southwest, Outside of the U.S.",True,,,
